4.05067e-1, 7.41512e-3
4.18662e-1, 2.24535e-2
4.32714e-1, 3.53413e-2
4.50943e-1, 4.93005e-2
4.77762e-1, 6.11015e-2
5.14600e-1, 7.28947e-2
5.68173e-1, 7.93001e-2
6.32521e-1, 8.46264e-2
7.04158e-1, 8.99526e-2
7.77465e-1, 9.74332e-2
8.51349e-1, 1.02767e-1
9.24591e-1, 1.07030e-1
9.95882e-1, 1.11296e-1
1.15538e+0, 1.21979e-1
1.28623e+0, 1.29456e-1
1.47996e+0, 1.39068e-1
1.71699e+0, 1.48676e-1
1.91145e+0, 1.56153e-1
2.11044e+0, 1.62558e-1
2.33015e+0, 1.68964e-1
2.57273e+0, 1.76444e-1
2.84057e+0, 1.83925e-1
3.13629e+0, 1.91406e-1
3.46279e+0, 1.98886e-1
3.79187e+0, 2.05295e-1
4.15221e+0, 2.11705e-1
4.85713e+0, 2.24535e-1
5.58871e+0, 2.36297e-1
6.17053e+0, 2.42702e-1
6.75693e+0, 2.51262e-1
7.83908e+0, 2.64096e-1
9.32254e+0, 2.79069e-1
1.02931e+1, 2.89775e-1
1.12712e+1, 2.97260e-1
1.23423e+1, 3.06895e-1
1.34042e+1, 3.16534e-1
1.46780e+1, 3.24018e-1
1.52964e+1, 3.29375e-1
1.67500e+1, 3.39010e-1
1.73122e+1, 3.43296e-1
1.88015e+1, 3.54010e-1
1.97560e+1, 3.58288e-1
2.14556e+1, 3.66852e-1
2.34946e+1, 3.78637e-1
2.53061e+1, 3.88280e-1
2.74833e+1, 3.98994e-1
2.93590e+1, 4.08641e-1
3.21491e+1, 4.19351e-1
3.46279e+1, 4.30069e-1
3.72979e+1, 4.40787e-1
4.05067e+1, 4.51501e-1
4.36300e+1, 4.62219e-1
4.66078e+1, 4.74016e-1
5.02015e+1, 4.84734e-1
5.40723e+1, 4.96528e-1
5.82416e+1, 5.07246e-1
6.27323e+1, 5.19039e-1
6.70139e+1, 5.31911e-1
7.15877e+1, 5.41558e-1
7.71075e+1, 5.54426e-1
8.23703e+1, 5.66223e-1
8.79923e+1, 5.76945e-1
9.39979e+1, 5.88742e-1
9.63543e+1, 5.95182e-1
