# bin number, rate
4.68900e+03,1.50444e+04
4.69000e+03,1.64151e+04
4.69100e+03,1.78781e+04
4.69200e+03,1.94360e+04
4.69300e+03,2.10912e+04
4.69400e+03,2.28457e+04
4.69500e+03,2.47013e+04
4.69600e+03,2.66591e+04
4.69700e+03,2.87198e+04
4.69800e+03,3.08838e+04
4.69900e+03,3.31506e+04
4.70000e+03,3.55194e+04
4.70100e+03,3.79887e+04
4.70200e+03,4.05561e+04
4.70300e+03,4.32188e+04
4.70400e+03,4.59733e+04
4.70500e+03,4.88151e+04
4.70600e+03,5.17391e+04
4.70700e+03,5.47395e+04
4.70800e+03,5.78097e+04
4.70900e+03,6.09424e+04
4.71000e+03,6.41293e+04
4.71100e+03,6.73618e+04
4.71200e+03,7.06303e+04
4.71300e+03,7.39246e+04
4.71400e+03,7.72340e+04
4.71500e+03,8.05472e+04
4.71600e+03,8.38523e+04
4.71700e+03,8.71371e+04
4.71800e+03,9.03890e+04
4.71900e+03,9.35951e+04
4.72000e+03,9.67422e+04
4.72100e+03,9.98172e+04
4.72200e+03,1.02807e+05
4.72300e+03,1.05698e+05
4.72400e+03,1.08477e+05
4.72500e+03,1.11132e+05
4.72600e+03,1.13651e+05
4.72700e+03,1.16021e+05
4.72800e+03,1.18231e+05
4.72900e+03,1.20270e+05
4.73000e+03,1.22129e+05
4.73100e+03,1.23798e+05
4.73200e+03,1.25269e+05
4.73300e+03,1.26536e+05
4.73400e+03,1.27590e+05
4.73500e+03,1.28428e+05
4.73600e+03,1.29045e+05
4.73700e+03,1.29439e+05
4.73800e+03,1.29608e+05
4.73900e+03,1.29550e+05
4.74000e+03,1.29268e+05
4.74100e+03,1.28762e+05
4.74200e+03,1.28036e+05
4.74300e+03,1.27094e+05
4.74400e+03,1.25942e+05
4.74500e+03,1.24584e+05
4.74600e+03,1.23030e+05
4.74700e+03,1.21287e+05
4.74800e+03,1.19364e+05
4.74900e+03,1.17271e+05
4.75000e+03,1.15019e+05
4.75100e+03,1.12619e+05
4.75200e+03,1.10082e+05
4.75300e+03,1.07421e+05
4.75400e+03,1.04649e+05
4.75500e+03,1.01778e+05
4.75600e+03,9.88201e+04
4.75700e+03,9.57892e+04
4.75800e+03,9.26980e+04
4.75900e+03,8.95591e+04
4.76000e+03,8.63850e+04
4.76100e+03,8.31879e+04
4.76200e+03,7.99796e+04
4.76300e+03,7.67716e+04
4.76400e+03,7.35748e+04
4.76500e+03,7.03994e+04
4.76600e+03,6.72553e+04
4.76700e+03,6.41516e+04
4.76800e+03,6.10968e+04
4.76900e+03,5.80986e+04
4.77000e+03,5.51641e+04
4.77100e+03,5.22997e+04
4.77200e+03,4.95110e+04
4.77300e+03,4.68029e+04
4.77400e+03,4.41797e+04
4.77500e+03,4.16448e+04
4.77600e+03,3.92012e+04
4.77700e+03,3.68510e+04
4.77800e+03,3.45958e+04
4.77900e+03,3.24366e+04
4.78000e+03,3.03738e+04
4.78100e+03,2.84073e+04
4.78200e+03,2.65367e+04
4.78300e+03,2.47608e+04
4.78400e+03,2.30783e+04
4.78500e+03,2.14874e+04
4.78600e+03,1.99861e+04
4.78700e+03,1.85719e+04
4.78800e+03,1.72422e+04
4.78900e+03,1.59943e+04
4.79000e+03,1.48252e+04
4.79100e+03,1.37318e+04
4.79200e+03,1.27109e+04
4.79300e+03,1.17591e+04
4.79400e+03,1.08733e+04
4.79500e+03,1.00500e+04
4.79600e+03,9.28594e+03
4.79700e+03,8.57787e+03
4.79800e+03,7.92253e+03
4.79900e+03,7.31675e+03
4.80000e+03,6.75744e+03
4.80100e+03,6.24161e+03
4.80200e+03,5.76637e+03
4.80300e+03,5.32894e+03
4.80400e+03,4.92665e+03
4.80500e+03,4.55696e+03
4.80600e+03,4.21747e+03
4.80700e+03,3.90587e+03
4.80800e+03,3.62003e+03
4.80900e+03,3.35790e+03
4.81000e+03,3.11757e+03
4.81100e+03,2.89727e+03
4.81200e+03,2.69533e+03
4.81300e+03,2.51021e+03
4.81400e+03,2.34047e+03
4.81500e+03,2.18478e+03
4.81600e+03,2.04191e+03
4.81700e+03,1.91075e+03
4.81800e+03,1.79024e+03
4.81900e+03,1.67944e+03
4.82000e+03,1.57748e+03
4.82100e+03,1.48356e+03
4.82200e+03,1.39695e+03
4.82300e+03,1.31700e+03
4.82400e+03,1.24311e+03
4.82500e+03,1.17473e+03
4.82600e+03,1.11136e+03
4.82700e+03,1.05256e+03
4.82800e+03,9.97929e+02
4.82900e+03,9.47096e+02
4.83000e+03,8.99731e+02
4.83100e+03,8.55537e+02
4.83200e+03,8.14245e+02
4.83300e+03,7.75611e+02
4.83400e+03,7.39416e+02
4.83500e+03,7.05464e+02
4.83600e+03,6.73574e+02
4.83700e+03,6.43586e+02
4.83800e+03,6.15353e+02
4.83900e+03,5.88744e+02
4.84000e+03,5.63638e+02
4.84100e+03,5.39927e+02
4.84200e+03,5.17512e+02
4.84300e+03,4.96303e+02
4.84400e+03,4.76218e+02
4.84500e+03,4.57182e+02
4.84600e+03,4.39127e+02
4.84700e+03,4.21989e+02
4.84800e+03,4.05711e+02
4.84900e+03,3.90239e+02
4.85000e+03,3.75524e+02
4.85100e+03,3.61522e+02
4.85200e+03,3.48190e+02
4.85300e+03,3.35489e+02
4.85400e+03,3.23382e+02
4.85500e+03,3.11837e+02
4.85600e+03,3.00822e+02
4.85700e+03,2.90307e+02
4.85800e+03,2.80266e+02
4.85900e+03,2.70671e+02
4.86000e+03,2.61501e+02
4.86100e+03,2.52731e+02
4.86200e+03,2.44341e+02
4.86300e+03,2.36312e+02
4.86400e+03,2.28624e+02
