# bin number, rate
1.58540e+04,1.02441e+03
1.58550e+04,1.09475e+03
1.58560e+04,1.16929e+03
1.58570e+04,1.24824e+03
1.58580e+04,1.33180e+03
1.58590e+04,1.42019e+03
1.58600e+04,1.51363e+03
1.58610e+04,1.61236e+03
1.58620e+04,1.71660e+03
1.58630e+04,1.82661e+03
1.58640e+04,1.94262e+03
1.58650e+04,2.06489e+03
1.58660e+04,2.19368e+03
1.58670e+04,2.32925e+03
1.58680e+04,2.47188e+03
1.58690e+04,2.62183e+03
1.58700e+04,2.77939e+03
1.58710e+04,2.94484e+03
1.58720e+04,3.11847e+03
1.58730e+04,3.30057e+03
1.58740e+04,3.49144e+03
1.58750e+04,3.69136e+03
1.58760e+04,3.90064e+03
1.58770e+04,4.11959e+03
1.58780e+04,4.34850e+03
1.58790e+04,4.58767e+03
1.58800e+04,4.83741e+03
1.58810e+04,5.09802e+03
1.58820e+04,5.36980e+03
1.58830e+04,5.65304e+03
1.58840e+04,5.94805e+03
1.58850e+04,6.25511e+03
1.58860e+04,6.57452e+03
1.58870e+04,6.90654e+03
1.58880e+04,7.25146e+03
1.58890e+04,7.60955e+03
1.58900e+04,7.98106e+03
1.58910e+04,8.36624e+03
1.58920e+04,8.76534e+03
1.58930e+04,9.17858e+03
1.58940e+04,9.60619e+03
1.58950e+04,1.00484e+04
1.58960e+04,1.05053e+04
1.58970e+04,1.09771e+04
1.58980e+04,1.14641e+04
1.58990e+04,1.19662e+04
1.59000e+04,1.24838e+04
1.59010e+04,1.30167e+04
1.59020e+04,1.35653e+04
1.59030e+04,1.41294e+04
1.59040e+04,1.47091e+04
1.59050e+04,1.53045e+04
1.59060e+04,1.59156e+04
1.59070e+04,1.65422e+04
1.59080e+04,1.71844e+04
1.59090e+04,1.78420e+04
1.59100e+04,1.85150e+04
1.59110e+04,1.92032e+04
1.59120e+04,1.99063e+04
1.59130e+04,2.06243e+04
1.59140e+04,2.13569e+04
1.59150e+04,2.21037e+04
1.59160e+04,2.28645e+04
1.59170e+04,2.36390e+04
1.59180e+04,2.44268e+04
1.59190e+04,2.52275e+04
1.59200e+04,2.60406e+04
1.59210e+04,2.68657e+04
1.59220e+04,2.77023e+04
1.59230e+04,2.85498e+04
1.59240e+04,2.94077e+04
1.59250e+04,3.02754e+04
1.59260e+04,3.11522e+04
1.59270e+04,3.20374e+04
1.59280e+04,3.29305e+04
1.59290e+04,3.38305e+04
1.59300e+04,3.47368e+04
1.59310e+04,3.56485e+04
1.59320e+04,3.65648e+04
1.59330e+04,3.74850e+04
1.59340e+04,3.84080e+04
1.59350e+04,3.93330e+04
1.59360e+04,4.02591e+04
1.59370e+04,4.11853e+04
1.59380e+04,4.21105e+04
1.59390e+04,4.30339e+04
1.59400e+04,4.39545e+04
1.59410e+04,4.48710e+04
1.59420e+04,4.57826e+04
1.59430e+04,4.66882e+04
1.59440e+04,4.75866e+04
1.59450e+04,4.84769e+04
1.59460e+04,4.93579e+04
1.59470e+04,5.02285e+04
1.59480e+04,5.10876e+04
1.59490e+04,5.19341e+04
1.59500e+04,5.27670e+04
1.59510e+04,5.35852e+04
1.59520e+04,5.43875e+04
1.59530e+04,5.51729e+04
1.59540e+04,5.59403e+04
1.59550e+04,5.66887e+04
1.59560e+04,5.74170e+04
1.59570e+04,5.81243e+04
1.59580e+04,5.88095e+04
1.59590e+04,5.94717e+04
1.59600e+04,6.01100e+04
1.59610e+04,6.07233e+04
1.59620e+04,6.13109e+04
1.59630e+04,6.18719e+04
1.59640e+04,6.24054e+04
1.59650e+04,6.29107e+04
1.59660e+04,6.33870e+04
1.59670e+04,6.38337e+04
1.59680e+04,6.42500e+04
1.59690e+04,6.46354e+04
1.59700e+04,6.49893e+04
1.59710e+04,6.53112e+04
1.59720e+04,6.56005e+04
1.59730e+04,6.58569e+04
1.59740e+04,6.60799e+04
1.59750e+04,6.62693e+04
1.59760e+04,6.64248e+04
1.59770e+04,6.65461e+04
1.59780e+04,6.66331e+04
1.59790e+04,6.66856e+04
1.59800e+04,6.67037e+04
1.59810e+04,6.66872e+04
1.59820e+04,6.66363e+04
1.59830e+04,6.65510e+04
1.59840e+04,6.64315e+04
1.59850e+04,6.62780e+04
1.59860e+04,6.60907e+04
1.59870e+04,6.58700e+04
1.59880e+04,6.56162e+04
1.59890e+04,6.53298e+04
1.59900e+04,6.50111e+04
1.59910e+04,6.46608e+04
1.59920e+04,6.42793e+04
1.59930e+04,6.38672e+04
1.59940e+04,6.34252e+04
1.59950e+04,6.29540e+04
1.59960e+04,6.24543e+04
1.59970e+04,6.19269e+04
1.59980e+04,6.13725e+04
1.59990e+04,6.07920e+04
1.60000e+04,6.01863e+04
1.60010e+04,5.95562e+04
1.60020e+04,5.89026e+04
1.60030e+04,5.82266e+04
1.60040e+04,5.75290e+04
1.60050e+04,5.68109e+04
1.60060e+04,5.60733e+04
1.60070e+04,5.53172e+04
1.60080e+04,5.45437e+04
1.60090e+04,5.37537e+04
1.60100e+04,5.29484e+04
1.60110e+04,5.21288e+04
1.60120e+04,5.12960e+04
1.60130e+04,5.04511e+04
1.60140e+04,4.95951e+04
1.60150e+04,4.87292e+04
1.60160e+04,4.78543e+04
1.60170e+04,4.69716e+04
1.60180e+04,4.60820e+04
1.60190e+04,4.51868e+04
1.60200e+04,4.42867e+04
1.60210e+04,4.33830e+04
1.60220e+04,4.24765e+04
1.60230e+04,4.15684e+04
1.60240e+04,4.06594e+04
1.60250e+04,3.97506e+04
1.60260e+04,3.88429e+04
1.60270e+04,3.79372e+04
1.60280e+04,3.70344e+04
1.60290e+04,3.61352e+04
1.60300e+04,3.52406e+04
1.60310e+04,3.43512e+04
1.60320e+04,3.34680e+04
1.60330e+04,3.25915e+04
1.60340e+04,3.17226e+04
1.60350e+04,3.08618e+04
1.60360e+04,3.00098e+04
1.60370e+04,2.91672e+04
1.60380e+04,2.83346e+04
1.60390e+04,2.75125e+04
1.60400e+04,2.67015e+04
1.60410e+04,2.59020e+04
1.60420e+04,2.51144e+04
1.60430e+04,2.43392e+04
1.60440e+04,2.35767e+04
1.60450e+04,2.28274e+04
1.60460e+04,2.20914e+04
1.60470e+04,2.13691e+04
1.60480e+04,2.06608e+04
1.60490e+04,1.99666e+04
1.60500e+04,1.92868e+04
1.60510e+04,1.86215e+04
1.60520e+04,1.79709e+04
1.60530e+04,1.73351e+04
1.60540e+04,1.67141e+04
1.60550e+04,1.61081e+04
1.60560e+04,1.55170e+04
1.60570e+04,1.49409e+04
1.60580e+04,1.43797e+04
1.60590e+04,1.38335e+04
1.60600e+04,1.33021e+04
1.60610e+04,1.27855e+04
1.60620e+04,1.22836e+04
1.60630e+04,1.17963e+04
1.60640e+04,1.13234e+04
1.60650e+04,1.08648e+04
1.60660e+04,1.04204e+04
1.60670e+04,9.98992e+03
1.60680e+04,9.57322e+03
1.60690e+04,9.17011e+03
1.60700e+04,8.78035e+03
1.60710e+04,8.40374e+03
1.60720e+04,8.04004e+03
1.60730e+04,7.68901e+03
1.60740e+04,7.35040e+03
1.60750e+04,7.02396e+03
1.60760e+04,6.70943e+03
1.60770e+04,6.40654e+03
1.60780e+04,6.11503e+03
1.60790e+04,5.83461e+03
1.60800e+04,5.56502e+03
1.60810e+04,5.30598e+03
1.60820e+04,5.05720e+03
1.60830e+04,4.81841e+03
1.60840e+04,4.58932e+03
1.60850e+04,4.36966e+03
1.60860e+04,4.15915e+03
1.60870e+04,3.95750e+03
1.60880e+04,3.76445e+03
1.60890e+04,3.57972e+03
1.60900e+04,3.40303e+03
1.60910e+04,3.23412e+03
1.60920e+04,3.07273e+03
1.60930e+04,2.91859e+03
1.60940e+04,2.77145e+03
1.60950e+04,2.63106e+03
1.60960e+04,2.49716e+03
1.60970e+04,2.36952e+03
1.60980e+04,2.24790e+03
1.60990e+04,2.13206e+03
1.61000e+04,2.02178e+03
1.61010e+04,1.91684e+03
1.61020e+04,1.81702e+03
1.61030e+04,1.72210e+03
1.61040e+04,1.63189e+03
1.61050e+04,1.54619e+03
1.61060e+04,1.46480e+03
1.61070e+04,1.38753e+03
1.61080e+04,1.31421e+03
1.61090e+04,1.24466e+03
1.61100e+04,1.17870e+03
1.61110e+04,1.11618e+03
1.61120e+04,1.05693e+03
1.61130e+04,1.00080e+03
1.61140e+04,9.47648e+02
1.61150e+04,8.97328e+02
1.61160e+04,8.49703e+02
1.61170e+04,8.04642e+02
1.61180e+04,7.62020e+02
1.61190e+04,7.21713e+02
1.61200e+04,6.83607e+02
1.61210e+04,6.47590e+02
1.61220e+04,6.13555e+02
1.61230e+04,5.81400e+02
1.61240e+04,5.51027e+02
1.61250e+04,5.22343e+02
1.61260e+04,4.95258e+02
1.61270e+04,4.69688e+02
1.61280e+04,4.45551e+02
1.61290e+04,4.22770e+02
1.61300e+04,4.01270e+02
1.61310e+04,3.80982e+02
1.61320e+04,3.61839e+02
1.61330e+04,3.43778e+02
1.61340e+04,3.26737e+02
1.61350e+04,3.10660e+02
1.61360e+04,2.95493e+02
1.61370e+04,2.81183e+02
1.61380e+04,2.67682e+02
1.61390e+04,2.54943e+02
1.61400e+04,2.42923e+02
1.61410e+04,2.31580e+02
1.61420e+04,2.20874e+02
1.61430e+04,2.10769e+02
1.61440e+04,2.01229e+02
1.61450e+04,1.92221e+02
1.61460e+04,1.83714e+02
1.61470e+04,1.75678e+02
1.61480e+04,1.68085e+02
1.61490e+04,1.60909e+02
1.61500e+04,1.54126e+02
1.61510e+04,1.47711e+02
1.61520e+04,1.41643e+02
1.61530e+04,1.35901e+02
1.61540e+04,1.30466e+02
1.61550e+04,1.25319e+02
1.61560e+04,1.20442e+02
1.61570e+04,1.15821e+02
1.61580e+04,1.11439e+02
1.61590e+04,1.07282e+02
1.61600e+04,1.03337e+02
1.61610e+04,9.95909e+01
1.61620e+04,9.60319e+01
1.61630e+04,9.26490e+01
1.61640e+04,8.94317e+01
1.61650e+04,8.63702e+01
1.61660e+04,8.34552e+01
1.61670e+04,8.06781e+01
1.61680e+04,7.80309e+01
1.61690e+04,7.55059e+01
1.61700e+04,7.30960e+01
1.61710e+04,7.07946e+01
1.61720e+04,6.85953e+01
1.61730e+04,6.64923e+01
1.61740e+04,6.44801e+01
1.61750e+04,6.25535e+01
1.61760e+04,6.07078e+01
1.61770e+04,5.89383e+01
1.61780e+04,5.72408e+01
1.61790e+04,5.56113e+01
1.61800e+04,5.40462e+01
1.61810e+04,5.25418e+01
1.61820e+04,5.10948e+01
1.61830e+04,4.97023e+01
1.61840e+04,4.83613e+01
1.61850e+04,4.70691e+01
1.61860e+04,4.58231e+01
1.61870e+04,4.46210e+01
1.61880e+04,4.34604e+01
1.61890e+04,4.23393e+01
1.61900e+04,4.12558e+01
1.61910e+04,4.02078e+01
1.61920e+04,3.91938e+01
1.61930e+04,3.82119e+01
1.61940e+04,3.72608e+01
1.61950e+04,3.63389e+01
1.61960e+04,3.54448e+01
1.61970e+04,3.45773e+01
1.61980e+04,3.37352e+01
1.61990e+04,3.29172e+01
1.62000e+04,3.21224e+01
1.62010e+04,3.13497e+01
1.62020e+04,3.05982e+01
1.62030e+04,2.98668e+01
1.62040e+04,2.91549e+01
